Code	NCIt Preferred Name	Synonyms
C159652	Anti-BCMA/CD3 BiTE Antibody AMG 420	AMG 420|AMG-420|AMG420|Anti-BCMA x Anti-CD3 BiTE AMG 420|Anti-BCMA/CD3 BiTE Antibody AMG 420|Anti-BCMA/CD3 BiTE Antibody AMG 420|BCMA/CD3-directed Bispecific T-cell Engager Antibody AMG 420|BI 836909|BI-836909|BI836909|BiTE Antibody AMG 420|Bispecific T-cell Engager Antibody AMG 420
C159719	Cantrixil	"CANTRIXIL|Cantrixil|Cantrixil|TRX E 002 1|TRX-E-002-1|TRXE0021|cis-4-(para-hydroxyphenyl)-7,4'-dihydroxy-3',5'-dimethoxy-8-methylisoflavan"
C159764	Anti-CTLA-4 Monoclonal Antibody REGN4659	Anti-CTLA-4 Monoclonal Antibody REGN4659|Anti-CTLA-4 Monoclonal Antibody REGN4659|REGN 4659|REGN-4659|REGN4659
C159798	Tasadenoturev-infected Allogeneic Bone Marrow-derived Mesenchymal Stem Cells	Ad5-DNX-2401-infected Allogeneic Bone Marrow MSCs|Ad5-DNX-2401-infected Allogeneic Bone Marrow Mesenchymal Stem Cells|Allogeneic BM-hMSC-D24|Allogeneic BM-hMSC-Delta-24-RGD|Allogeneic Bone Marrow Mesenchymal Stem Cells Loaded with Oncolytic Adenovirus DNX-2401|Allogeneic Bone Marrow Mesenchymal Stem Cells loaded with DNX-2401|Allogeneic Bone Marrow Mesenchymal Stem Cells loaded with Tasadenoturev|BM-hMSC-D24|BM-hMSC-Delta-24-RGD|Oncolytic Adenovirus Ad5-DNX-2401-infected Allogeneic Bone Marrow Mesenchymal Stem Cells|Tasadenoturev-infected Allogeneic Bone Marrow-derived Mesenchymal Stem Cells|Tasadenoturev-infected Allogeneic Bone Marrow-derived Mesenchymal Stem Cells
C1598	Gusperimus Trihydrochloride	"(+-)-15-Deoxyspergualin|1-Amino-19-guanidino-11-hydroxy-4,9,12-triazanonadecane-10,13-dione|15-Deoxyspergualin|15-Deoxyspergualin Hydrochloride|7-[(Aminoiminomethyl)amino]-N-[2-[[4-[(3-aminopropyl)amino]butyl]amnio]-1-hydroxy-2-oxoethyl]heptanamide|BMS-181173|BMY-42215-1|DSG|Deoxyspergualin|Deoxyspergualin|Deoxyspergualin Hydrochloride|GUSPERIMUS TRIHYDROCHLORIDE|Gusperimus Trihydrochloride|N-[[[4-[(3-Aminopropyl)amino]-butyl]carbamoyl]hydroxymethyl]-7-guanidinoheptanamide|NKT-01|Spanidin"
C159817	TGFbeta Receptor Ectodomain-IgG Fc Fusion Protein AVID200	AVID 200|AVID-200|AVID200|TGF-beta 1/3 Inhibitor AVID200|TGFb Inhibitor AVID200|TGFbeta Ligand Trap AVID200|TGFbeta Receptor Ectodomain-IgG Fc Fusion Protein AVID200|TGFbeta Receptor Ectodomain-IgG Fc Fusion Protein AVID200|TGFbeta-neutralizing Agent AVID200
C159892	CEA-targeting Agent RG6123	CEA-targeting Agent RG6123|CEA-targeting Agent RG6123|RG 6123|RG-6123|RG6123|RO 7172508|RO-7172508|RO7172508
C1599	Bicalutamide	"(+/-)-N-[4-Cyano-3-(trifluoromethyl)phenyl]-3-[(4-fluorophenyl)sulfonyl]-2-hydroxy-2-methylpropanamide|4'-Cyano-alpha,alpha,alpha-trifuloro-3-[(p-fluorophenyl)sulfonyl]-2-methyl-m-lactotoluidide|4-Cyano-3-trifluoromethyl-N-(3-p-fluorophenylsulfonyl-2-hydroxy-2-methylpropionyl)aniline|BICALUTAMIDE|Bicalutamide|Bicalutamide|Bicalutamide|Casodex|Cosudex|ICI 176,334|ICI 176334|N-[4-Cyano-3-(trifluoromethyl)phenyl]3-3[(4-fluorophenyl)sulfonyl]-2-hydroxy-2-methyl-propanamide|bicalutamide"
C159943	Molibresib Besylate	"2-((4S)-6-(4-Chlorophenyl)-8-methoxy-1-methyl-4H-(1,2,4)triazolo(4,3-a)(1,4)benzodiazepin-4-yl)-N-ethylacetamide monobenzenesulfonate salt|GSK525762C|MOLIBRESIB BESYLATE|Molibresib Besylate"
C159977	Autologous HPV16 E7-specific HLA-A*02:01-restricted TCR Gene Engineered Lymphocytes KITE-439	Autologous HPV16 E7-specific HLA-A*02:01-restricted TCR Gene Engineered Lymphocytes KITE-439|Autologous HPV16 E7-specific HLA-A*02:01-restricted TCR Gene Engineered Lymphocytes KITE-439|HPV16 E7 T-cell Receptor Engineered T-cells KITE-439|HPV16 E7-specific HLA-A*02:01-restricted TCR Gene Engineered Autologous T-lymphocytes KITE-439|KITE 439|KITE-439|KITE439
C159978	Anti-PD-L1/4-1BB Bispecific Antibody INBRX-105	Anti-PD-L1/4-1BB Bispecific Antibody INBRX-105|Anti-PD-L1/4-1BB Bispecific Antibody INBRX-105|Anti-PD-L1/CD137 Bispecific Antibody INBRX-105|INBRX 105|INBRX-105|INBRX105|PDL1 x 4-1BB Bispecific Antibody INBRX-105|PDL1 x CD137 Bispecific Antibody INBRX-105
C160147	MALT1 Inhibitor JNJ-67856633	JNJ 67856633|JNJ-67856633|JNJ67856633|MALT1 Inhibitor JNJ-67856633|MALT1 Inhibitor JNJ-67856633|Mucosa-associated Lymphoid Tissue Lymphoma Translocation Protein 1 Inhibitor JNJ-67856633
C160192	OX40L-expressing Oncolytic Adenovirus DNX-2440	DNX 2440|DNX-2440|DNX2440|OX40L-expressing Oncolytic Adenovirus DNX-2440|Oncolytic Adenovirus Armed With OX40L DNX-2440
C160195	p300/CBP Bromodomain Inhibitor CCS1477	CCS 1477|CCS-1477|CCS1477|p300 HAT/CREB Binding Protein Inhibitor CCS1477|p300/CBP Bromodomain Inhibitor CCS1477
C160197	CALR Exon 9 Mutant Peptide Vaccine/Montanide ISA-51	CALR Exon 9 Mutant Peptide Vaccine With Montanide ISA-51|CALR Exon 9 Mutant Peptide Vaccine/Montanide ISA-51|CALRLong36 Peptide Vaccine/Montanide ISA-51
C160202	Anti-CD47 Monoclonal Antibody SHR-1603	Anti-CD47 Monoclonal Antibody SHR-1603|SHR 1603|SHR-1603|SHR1603
C160203	PIM Kinase Inhibitor TP-3654	"2-((1R,4R)-4-((3-(3-(trifluoromethyl)phenyl)imidazo[1,2-b]pyridazin-6-yl)amino)cyclohexyl)propan-2-ol|PIM Inhibitor TP-3654|PIM Kinase Inhibitor TP-3654|SGI 9481|SGI-9481|SGI9481|TP 3654|TP-3654|TP-3654|TP3654"
C160204	Anti-ILT4 Monoclonal Antibody MK-4830	Anti-ILT4 Monoclonal Antibody MK-4830|Anti-LIR2 Monoclonal Antibody MK-4830|Anti-leukocyte Immunoglobulin-like Receptor 2 Monoclonal Antibody MK-4830|MK 4830|MK-4830|MK4830
C160207	SHP2 Inhibitor JAB-3068	Na+/K+-ATPase Inhibitor RX108|RX 108|RX-108|RX108|SHP2 Inhibitor JAB-3068
C160257	BET inhibitor BI 894999	BET inhibitor BI 894999|BET inhibitor BI 894999|BI 894999|BI-894999|BI894999
C160258	TGF-beta Receptor 1 Inhibitor PF-06952229	PF 06952229|PF-06952229|PF06952229|TGF-beta Receptor 1 Inhibitor PF-06952229|TGF-beta Receptor 1 Inhibitor PF-06952229|TGFbR1 Inhibitor PF-06952229
C160293	Enterococcus gallinarum Strain MRx0518	E. gallinarum MRx0518|Enterococcus gallinarum Strain MRx0518|Enterococcus gallinarum Strain MRx0518|Gut Microbiota-derived Strain MRx0518|MRx 0518|MRx-0518|MRx0518
C1603	Tallimustine	FCE 24517|PNU-152241|TALLIMUSTINE|Tallimustine
C160348	Anti-CD123/CD3 BiTE Antibody SAR440234	Anti-CD123/CD3 BiTE Antibody SAR440234|Anti-CD123/CD3 BiTE Antibody SAR440234|Bispecific T-cell Engager Antibody SAR440234|CD123xCD3 Bispecific T-cell Engager SAR440234|SAR 440234|SAR-440234|SAR440234
C160349	Anti-HER2 Immune Stimulator-antibody Conjugate NJH395	Anti-HER2 ISAC NJH395|Anti-HER2 Immune Stimulator-antibody Conjugate NJH395|Anti-HER2 Immune Stimulator-antibody Conjugate NJH395|NJH 395|NJH-395|NJH395
C1605	Tecogalan Sodium	DS-4152|SP-PG|Sulfated Polysaccharide Tecogalan DS-4152|Tecogalan Sodium
C160603	Selective Estrogen Receptor Degrader AZD9833	AZD 9833|AZD-9833|AZD9833|SERD AZD9833|Selective Estrogen Receptor Degrader AZD9833|Selective Estrogen Receptor Degrader AZD9833
C160605	Anti-PD-1/Anti-PD-L1 Bispecific Antibody LY3434172	Anti-PD-1/Anti-PD-L1 Bispecific Antibody LY3434172|Anti-PD-1/Anti-PD-L1 Bispecific Antibody LY3434172|Anti-PD-1/PD-L1 Bispecific Antibody LY3434172|Bispecific Antibody LY3434172|LY 3434172|LY-3434172|LY3434172
C160606	Class 1/4 Histone Deacetylase Inhibitor OKI-179	Class 1/4 Histone Deacetylase Inhibitor OKI-179|Class 1/4 Histone Deacetylase Inhibitor OKI-179|Class-1/4 HDACi OKI-179|HDAC Inhibitor OKI-179|HDAC1/4i OKI-179|HDACi 1/4 OKI-179|HDACi OKI-179|OKI 179|OKI-179|OKI179
C160684	Tetrathiomolybdate	"CCRIS 9412|Molybdate(2-), Tetrathioxo-, (T-4)- (9CI)|TIOMOLIBDATE ION|TM|Tetrathiomolybdate|Tetrathiomolybdate|Tetrathioxomolybdate(2-)"
C160691	LOXL2 Inhibitor PAT-1251	LOXL2 Inhibitor PAT-1251|LOXL2 Inhibitor PAT-1251|Lysyl Oxidase-like Protein 2 Inhibitor PAT-1251|PAT 1251|PAT-1251|PAT1251
C1607	Anastrozole	"2,2'-[5-(1H-1,2,4-Triazol-1-ylmethyl)-1,3-phenylene]di(2-methylpropionitrile)|ANASTROZOLE|Alpha,alpha,alpha', alpha'-tetramethyl-5-(1H-1,2,4-triazol-1-ylmethyl)-1,3-benzenediacetonitrile|Anastrazole|Anastrozole|Anastrozole|Anastrozole|Anastrozole|Arimidex|ICI D1033|ICI-D1033|ZD-1033|anastrozole"
C160704	Autologous Anti-BCMA CAR T-cells IM21	Autologous Anti-BCMA CAR T-cells IM21|Autologous BCMA-specific CAR T-cells IM21|IM21 CAR T-cells
C160706	HDAC Class I/IIb Inhibitor HG146	Class I/IIb HDACi HG146|HDAC Class I/IIb Inhibitor HG146|HDAC I/IIb Selective Inhibitor HG146|HG 146|HG-146|HG0146|HG146|HG280146|HG280146-P1
C160711	Autologous Anti-CS1 Hinge-optimized CAR-4-1BB-EGFRt-expressing Memory-enriched T-cells	Anti-CS1 Hinge-optimized CAR-4-1BB-EGFRt-expressing Memory-enriched Autologous T-cells|Anti-CS1 Hinge-optimized CAR-4-1BB-EGFRt-expressing Memory-enriched Autologous T-lymphocytes|Autologous Anti-CS1 Hinge-optimized CAR-4-1BB-EGFRt-expressing Memory-enriched T-cells|Autologous Anti-CS1 Hinge-optimized CAR-4-1BB-EGFRt-expressing Memory-enriched T-lymphocytes|CS1-CAR T-cells|CS1-CAR T-lymphocytes
C160712	Bushen Culuan Decoction	Bushen Culuan Decoction|Bushen Culuan TCM Decoction|Bushen Culuan Traditional Chinese Medicine Decoction
C160714	Anti-PD-1/TIM-3 Bispecific Antibody RO7121661	Anti-PD-1 x TIM-3 Bispecific Antibody RO7121661|Anti-PD-1/Anti-TIM-3 Bispecific Antibody RO7121661|Anti-PD-1/TIM-3 Bispecific Antibody RO7121661|RO 7121661|RO-7121661|RO7121661
C160715	Anti-CD137 Agonistic Monoclonal Antibody ADG106	4-1BB-directed Agonistic Monoclonal Antibody ADG106|ADG 106|ADG-106|ADG106|Anti-4-1BB Agonistic Monoclonal Antibody ADG106|Anti-CD137 Agonistic Monoclonal Antibody ADG106|CD137-directed Agonistic Monoclonal Antibody ADG106
C160716	PD-1 Directed Probody CX-188	Anti-PD-1 Probody CX-188|CX 188|CX-188|CX188|PD-1 Directed Probody CX-188
C160717	Anti-PD-1 Monoclonal Antibody HX008	Anti-PD-1 Monoclonal Antibody HX008|HX 008|HX-008|HX008
C160772	Anti-PD-L1/CD137 Bispecific Antibody MCLA-145	Anti-PD-L1/4-1BB Bispecific Antibody MCLA-145|Anti-PD-L1/Anti-CD137 Bispecific Antibody MCLA-145|Anti-PD-L1/CD137 Bispecific Antibody MCLA-145|Anti-PD-L1/CD137 Bispecific Antibody MCLA-145|MCLA 145|MCLA-145|MCLA145
C160777	Autologous Anti-CD19/Anti-CD20-CAR-CD28-4-1BB-CD3zeta-EGFRt+-expressing Tn/mem Cells	Autologous Anti-CD19/20 Bispecific CAR-CD28-BBz-EGFRt+-expressing Tn/mem Cells|Autologous Anti-CD19/20 CAR-CD28-4-1BB-CD3zeta-EGFRt+-expressing Naive and Memory T-lymphocytes|Autologous Anti-CD19/Anti-CD20-CAR-CD28-4-1BB-CD3zeta-EGFRt+-expressing Tn/mem Cells|Autologous Anti-CD19/Anti-CD20-CAR-CD28-4-1BB-CD3zeta-EGFRt+-expressing Tn/mem Cells
C160780	Autologous Anti-mesothelin T-cell Receptor Fusion Construct T-cells TC-210	Autologous Anti-mesothelin T-cell Receptor Fusion Construct T-cells TC-210|Autologous Anti-mesothelin T-cell Receptor Fusion Construct T-cells TC-210|Autologous Anti-mesothelin TRuC T-cells TC-210|TC 210|TC-210|TC210
C160786	Avadomide	"2,6-Piperidinedione, 3-(5-amino-2-methyl-4-oxo-3(4H)-quinazolinyl)-|AVADOMIDE|Avadomide|Avadomide|CC 122|CC-122|CC122"
C160787	Anti-CD52 Monoclonal Antibody ALLO-647	ALLO 647|ALLO-647|ALLO647|Anti-CD52 Monoclonal Antibody ALLO-647|Anti-CD52 Monoclonal Antibody ALLO-647
C160788	Androgen Receptor Degrader ARV-110	AR PROTAC ARV-110|AR-targeted PROTAC Protein Degrader ARV-110|ARV 110|ARV-110|ARV110|Androgen Receptor Degrader ARV-110|Androgen Receptor Degrader ARV-110|Androgen Receptor PROTAC Degrader ARV-110|PROTAC Degrader ARV-110
C160847	Autologous CAR-mbIL15-Safety Switch T-cells PRGN-3006	Autologous CAR-T Cells PRGN 3006|Autologous CAR-mbIL15-Safety Switch T-cells PRGN-3006|Autologous CAR-mbIL15-Safety Switch T-cells PRGN-3006|PRGN 3006|PRGN-3006|PRGN3006
C1610	Lurtotecan	"7-(4-methylpiperazinomethylene)-10,11-ethylenedioxy-20(S)-camptothecin|GG 211|GI147211|LURTOTECAN|Lurtotecan|lurtotecan"
C1611	7-Cyanoquinocarcinol	(+)-DX 52-1|7-Cyanoquinocarcinol|DX 52-1|DX-52-1|DX-52-1
C1612	Glufosfamide	Beta-D-Glucosyl-Ifosfamide Mustard|D-19575|GLUFOSFAMIDE|Glufosfamide|Glufosfamide|glc-IPM|glufosfamide
C1613	Antineoplaston AS2-1	"AS2-1|Antineoplaston AS2-1|Antineoplaston AS2-1|Astugenal|L-Glutamine, N2-(phenylacetyl)-, Monosodium Salt, Mixture with Sodium Benzeneacetate"
C1614	KRN5500	"6-[4-Deoxy-4-[(2E,4E)-tetradecadienoylglycyl]amino-L-glycero-beta-L-mannohepto-pyranosyl]amino-9H-purine|KRN5500|KRN5500|KRN5500|KRN5500|KRN5500"
C1615	Elinafide	"ELINAFIDE|Elinafide|LU 79553|LU 79553|LU-79553|N,N'-(Trimethylenebis(iminoethylene))dinaphthalimide"
C16167	gp100 Human Melanoma Peptide Vaccine with Incomplete Freund's Adjuvant	gp100 Human Melanoma Peptide Vaccine with Incomplete Freund's Adjuvant|gp100 human melanoma peptide vaccine/incomplete Freund's adjuvant|gp100 human melanoma-associated antigen with incomplete Freund's adjuvant|gp100 human melanoma-associated antigen/incomplete Freund's adjuvant
C1617	BR96-Doxorubicin Immunoconjugate	BMS-182248-01|BR96-DOX|BR96-DOX immunoconjugate|BR96-Doxorubicin|BR96-Doxorubicin Conjugate|BR96-Doxorubicin Immunoconjugate|SGN-15|cBR96-Doxorubicin Immunoconjugate
C1619	LMB-7 Immunotoxin	B3(Fv)-PE38|B3(Fv)-PE38 Immunotoxin|HB21(Fv)PE40|Immunotoxin LMB-7|Immunotoxin LMB-7|LMB-7 (Single-Chain Immunotoxin)|LMB-7 Immunotoxin|LMB-7 immunotoxin
C1620	Becatecarin	"1,11-Dichloro-6-[2-(diethylamino)ethyl]-12,13-dihydro-12-(4-O-methyl-beta-D-glucopyranosyl)-5H-indolo[2,3-a]pyrrolo[3,4-c]carbazole-5,7(6H)-dione|5H-Indolo(2,3-a)pyrrolo(3,4-c)carbazole-5,7(6H)-dione, 1,11-dichloro-6-(2-(diethylamino)ethyl)-12,13-dihydro-12-(4-O-methyl-beta-D-glucopyranosyl)-|BECATECARIN|BMS-181176|BMY-27557-14|Becatecarin|Becatecarin|DEAE-Rebeccamycin|NSC 655649|Rebeccamycin Analogue|Rebeccamycin Analogue, Tartrate Salt|Rebeccamycin analog|XL119|rebeccamycin analog"
C1623	Patupilone	"(-)-Epothilone B|(1S,3S,7S,10R,11S,12S,16R)-7,11-Dihydroxy-8,8,10,12,16-pentamethyl-3-[(1E)-1-methyl-2-(2-methyl-4-thiazolyl)ethenyl]-4,17-dioxabicyclo[14.1.0]heptadecane-5,9-dione|(1S,3S,7S,10R,11S,12S,16R)-7,11-Dihydroxy-8,8,10,12,16-pentamethyl-3-[(1E)-1-methyl-2-(2-methyl-4-thiazolyl)ethenyl]-4,17-dioxabicyclo[14.1.0]heptadecane-5,9-dione|EPO-906A|EPO906|Epothilone B|PATUPILONE|Patupilone|Patupilone|epothilone B"
C1626	Etalocib	"2-[2-Propyl-3-[3-[2-ethyl-4-(4-fluorophenyl)-5-hydroxyphenoxy]propoxy]phenoxy]benzoic Acid|2-[3-[3-[(5-Ethyl-4'-fluoro-2-hydroxy[1,1'-biphenyl]-4-yl)oxy]propoxy]-2-propylphenoxy]benzoic Acid|2-[3-[3-[(5-Ethyl-4'-fluoro-2-hydroxy[1,1'-biphenyl]-4-yl)oxy]propoxy]-2-propylphenoxy]benzoic Acid|ETALOCIB|Etalocib|LY293111|LY293111"
C1628	Polyandrol	Polyandrol
C1629	Plevitrexed	"(alphaS)-alpha-[[4-[[(1,4-Dihydro-2,7-dimethyl-4-oxo-6-quinazolinyl)methyl]-2-propynylamino]-2-fluorobenzoyl]amino]-1H-tetrazole-5-butanoic Acid|(alphaS)-alpha-[[4-[[(1,4-Dihydro-2,7-dimethyl-4-oxo-6-quinazolinyl)methyl]-2-propynylamino]-2-fluorobenzoyl]amino]-1H-tetrazole-5-butanoic Acid|BGC 9331|PLEVITREXED|Plevitrexed|Vamidex|Vamydex|ZD9331"
C1632	Diarylsulfonylurea Compound ILX-295501	"Diarylsulfonylurea Compound ILX-295501|ILX 295501|ILX-295501|ILX295501|LY 295501|LY-295501|LY295501|N-(((3,4-Dichlorophenyl)amino)carbonyl)-2,3-dihydro-5-benzofuransulfonamide|N-(5-(2,3-Dihydrobenzofuryl)sulfonyl)-N'-(3,4-dichlorophenyl)urea"
C1633	Polyvalent Melanoma Vaccine	PMCV|Polyvalent Melanoma Cell Vaccine|Polyvalent Melanoma Vaccine|Polyvalent Melanoma Vaccine
C1634	Cemadotin Hydrochloride	Cemadotin Hydrochloride|Cemadotin Hydrochloride|LU-103793|LU-103793|LU103793
C1635	Bexarotene	"3-methyl TTNEB|4-[1-(5,6,7,8-Tetrahydro-3,5,5,8,8-pentamethyl-2-naphthalenyl)ethenyl]benzoic Acid|BEXAROTENE|Bexarotene|Bexarotene|Bexarotene|LGD1069|LGD1069|Targretin|Targretin|bexarotene"
C1639	Iodine I-131	"131-Iodine|Bound Iodide I-131|I 131|I-131|IODINE I-131|Iodide I-131|Iodide, I-131|Iodine 131|Iodine I-131|Iodine I-131|Iodine I-131|Iodine I-131|Iodotope|Iodotrope"
C1647	Trastuzumab	"ABP 980|ALT02|Anti-ERB-2|Anti-HER2/c-erbB2 Monoclonal Antibody|Anti-c-ERB-2|Anti-c-erbB2 Monoclonal Antibody|Anti-erbB-2|Anti-erbB2 Monoclonal Antibody|Anti-p185-HER2|HER2 Monoclonal Antibody|Herceptin|Herceptin|Herceptin Biosimilar PF-05280014|Herceptin Trastuzumab Biosimilar PF-05280014|Herzuma|Immunoglobulin G 1 (Human-Mouse Monoclonal RhuMab HER2gamma1-Chain Antihuman p185(Sup c-erbB2) Receptor), Disulfide with Human-Mouse Monoclonal RhuMab HER2 Light Chain, Dimer|MoAb HER2|Monoclonal Antibody HER2|Monoclonal Antibody c-erb-2|Ogivri|Ontruzant|PF-05280014|RO0452317|TRASTUZUMAB|Trastuzumab|Trastuzumab|Trastuzumab Biosimilar ABP 980|Trastuzumab Biosimilar ALT02|Trastuzumab Biosimilar HLX02|Trastuzumab Biosimilar PF-05280014|Trastuzumab-DTTB|Trastuzumab-QYYP|Trastuzumab-dkst|Trastuzumab-pkrb|Trazimera|c-erb-2 Monoclonal Antibody|rhuMAb HER2|trastuzumab|trastuzumab biosimilar EG12014"
C1648	ALVAC-CEA Vaccine	ALVAC-CEA|ALVAC-CEA Vaccine|ALVAC-CEA vaccine
C1649	Allovectin-7	Allovectin-7|Allovectin-7|Allovectin-7|HLA-B7/Beta2M DNA Lipid (DMRIE/DOPE) Complex|HLA-B7/Beta2M DNA Lipid Complex|HLA-B7/Beta2M Plasmid DNA/DMRIE/DOPE Lipid Complex|HLA-B7/Beta2M Plasmid DNA/Lipid Complex|HLA-B7/Beta2Microglobulin DNA-Liposome Complex
C1650	Peldesine	"4H-Pyrrolo(3,2-d)pyrimidin-4-one,1,5-dihydro-2-amino-7-(3-pyridinylmethyl)|9-(3-Pyridinylmethyl)-7H-9-deazaguanine|BCX-34|PELDESINE|Peldesina|Peldesine|peldesine"
C1651	Motexafin Lutetium	Antrin|Lu tex|Lu-Tex|Lutetium Texaphrin|Lutetium Texaphyrin|Lutetium texaphyrin|Lutex|Lutex|Lutrin|MOTEXAFIN LUTETIUM|Motexafin Lutetium|Motexafin Lutetium|Optrin|PCI-0123|lutetium texaphyrin|motexafin lutetium
C1652	Marimastat	"(2S,3R)-3-(((1S)-2,2-Dimethyl-1-(methylcarbamoxy)propyl)carboyl)-2-hydroxy-5-methylhexanohydroxamic Acid|(2S,3R)-3-{(S)-[2,2-Dimethyl-1-(methylcarbamoyl) propyl]carbamoyl}-2-hydroxy-5-methylhexanohydroxamic acid|BB 2516|BB-2516|MARIMASTAT|Marimastat|Marimastat|Marimastat|Marimistat|TA-2516|marimastat"
C1665	Trapoxin	"Cyclo((S)-gamma-oxo-L-alpha-aminooxiraneoctanoyl-L-phenylalanyl-L-phenylalanyl-D-2-piperidinecarbonyl)|Cyclo((S)-phenylalanyl-(S)-phenylalanyl-(R)-pipecolinyl-(2S,9S)-2-amino-8-oxo-9,10-epoxydecanoyl)|Cyclo(L-phenylalanyl-L-phenylalanyl-D-pipecolinyl-L-2-amino-8-oxo -9,10-epoxy - decanoyl)|Trapoxin|Trapoxin A|Trapoxin A"
C1669	Temoporfin	"5,10,15,20-Tetra-(m-hydroxyphenyl)chlorin|Foscan|TEMOPORFIN|Temoporfin|Temoporfin|m-Tetrahydroxyphenyl-chlorin|mTHPC|meta-Tetrahydroxyphenyl Chlorin|meta-Tetrahydroxyphenylchlorin|temoporfin"
C1670	Ibandronate Sodium	Bondronate|Boniva|IBANDRONATE SODIUM|Ibandronate Sodium|Ibandronate Sodium|Ibandronate Sodium|ibandronate
C1673	Sardomozide	"2-[4-(Aminoiminomethyl)-2,3-dihydro-1H-inden-1-ylidene]hydrazinecarboximidamide|2-[4-(Aminoiminomethyl)-2,3-dihydro-1H-inden-1-ylidene]hydrazinecarboximidamide|Amidinoindan-1-one.2'-amidinohydrazone|CGP 48664|CGP-48664|SAM 486A|SARDOMOZIDE|Sardomozide"
C1679	Exatecan Mesylate	DX-8951f|DX-8951f|EXATECAN MESYLATE|Exatecan Mesylate|Exatecan Mesylate Hydrate|exatecan mesylate
C1680	Iboctadekin	"Human Interleukin-18 (Recombinant, Expressed in Escherichia coli)|Human Recombinant Interleukin-18|IBOCTADEKIN|IFN-Gamma-Inducing Factor|IL-18|Iboctadekin|Iboctadekin|Interferon-Gamma-Inducing Factor|Interleukin-18|Recombinant Interleukin-18|SB 485232|SB-485232"
C1681	Alemtuzumab	ALEMTUZUMAB|Alemtuzumab|Alemtuzumab|Anti-CD52 Monoclonal Antibody|Campath|Campath-1H|Campath-1H|LDP-03|Lemtrada|MabCampath|Monoclonal Antibody Campath-1H|alemtuzumab
C1685	Dulanermin	114-281-protein TRAIL|AMG 951|APO2L/TRAIL|DULANERMIN|Dulanermin|Dulanermin|RG3639|rTRAIL
C1687	Imatinib Mesylate	4-[(4-Methyl-1-piperazinyl)methyl]-N-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]benzamide Monomethanesulfonate|CGP 57148|CGP57148B|Gleevec|Gleevec|Gleevec|Glivec|IMATINIB MESYLATE|Imatinib Mesylate|Imatinib Mesylate|Imatinib Mesylate|STI 571|STI-571|STI571|STI571|imatinib mesylate
C1689	Plitidepsin	"APLD|Aplidin|Aplidine|Aplidine|DDB|Dehydrodemnin B|Dehydrodidemnin B|N-[1-(1,2-Dioxopropyl)-L-prolyl]didemnin A|PLITIDEPSIN|Plitidepsin|Plitidepsin|aplidine"
C1690	Sialyl Tn-KLH Vaccine	STn-KLH Vaccine|Sialyl Tn-KLH|Sialyl Tn-KLH Vaccine|Sialyl Tn-KLH Vaccine|Theratope|Theratope STn-KLH Vaccine|Theratope Vaccine|Theratope siayl-Tn-KLH vaccine|sialyl Tn-KLH
C1691	Trabectedin	"ET-743|ET-743|Ecteinascidin|Ecteinascidin 743|Ecteinascidin 743|Spiro(6,16-(epithiopropanoxymethano)-7,13-imino-12H-1,3-dioxolo(7,8)isoquino(3,2,-b)(3)benzazocine-20,1'(2'H)-isoquinolin)-19-one, 3',4',6,6a,7,13,14,16-Octahydro-5-(acetyloxy)-6',8,14-trihydroxy-7',9-dimethoxy-4,10,23-trimethyl-, (6R-(6-alpha,6a-beta,7-beta,13-beta,14-beta,16-alpha,20R*))-|TRABECTEDIN|Trabectedin|Trabectedin|Yondelis|Yondelis|ecteinascidin 743|trabectedin"
C1692	Gastrin Immunotoxin	Anti-Gastrin Therapeutic Vaccine|Anti-gastrin 17|G17DT|G17DT Immunogen|Gastrimmune|Gastrin Immunotoxin|Neutralize Hormone G17|Neutralizing G17 Hormone
C1694	Bruceanol G	Bruceanol G
C1695	Bruceanol H	Bruceanol H
C1698	Phosphorus P-32	P-32|P32|PHOSPHORUS P-32|Phosphorus P 32|Phosphorus P-32|phosphorus-32
C1699	Zoledronic Acid	CGP 42446|CGP42446A|NDC-Zoledronate|Reclast|ZOL 446|ZOLEDRONIC ACID|Zoledronic Acid|Zoledronic Acid|Zoledronic Acid|Zometa|Zometa|[1-Hydroxy-2-(1H-imidazol-1-yl)ethylidene]bisphosphonic Acid|[1-Hydroxy-2-(1H-imidazol-1-yl)ethylidene]bisphosphonic Acid|zoledronic acid
C1702	Rituximab	ABP 798|BI 695500|C2B8 Monoclonal Antibody|CT-P10|Chimeric Anti-CD20 Antibody|IDEC-102|IDEC-C2B8|IDEC-C2B8 Monoclonal Antibody|MabThera|Monoclonal Antibody IDEC-C2B8|PF-05280586|RITUXIMAB|RTXM83|Rituxan|Rituxan|Rituximab|Rituximab|Rituximab|Rituximab Biosimilar ABP 798|Rituximab Biosimilar BI 695500|Rituximab Biosimilar CT-P10|Rituximab Biosimilar GB241|Rituximab Biosimilar IBI301|Rituximab Biosimilar PF-05280586|Rituximab Biosimilar RTXM83|Rituximab Biosimilar SAIT101|Truxima|rituximab|rituximab biosimilar TQB2303|rituximab-abbs
